"hgnc_symbol"	"hgnc_id"	"description"
"ARGLU1"	"HGNC:25482"	"arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]"
"ARHGAP1"	"HGNC:673"	"Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]"
"ARHGAP21"	"HGNC:23725"	"Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]"
"ARHGAP23"	"HGNC:29293"	"Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:HGNC:29293]"
"ARHGAP26"	"HGNC:17073"	"Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]"
"ARHGAP29"	"HGNC:30207"	"Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]"
"ARHGAP31"	"HGNC:29216"	"Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]"
"ARHGAP32"	"HGNC:17399"	"Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]"
"ARHGAP35"	"HGNC:4591"	"Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]"
"ARHGAP42"	"HGNC:26545"	"Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]"
"ARHGAP44"	"HGNC:29096"	"Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]"
"ARHGAP5"	"HGNC:675"	"Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]"
"ARHGDIG"	"HGNC:680"	"Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]"
"ARHGEF1"	"HGNC:681"	"Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]"
"ARHGEF10"	"HGNC:14103"	"Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103]"
"ARHGEF10L"	"HGNC:25540"	"Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]"
"ARHGEF11"	"HGNC:14580"	"Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]"
"ARHGEF12"	"HGNC:14193"	"Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]"
"ARHGEF16"	"HGNC:15515"	"Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]"
"ARHGEF17"	"HGNC:21726"	"Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]"
"ARHGEF2"	"HGNC:682"	"Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]"
"ARHGEF7"	"HGNC:15607"	"Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]"
"ARID1A"	"HGNC:11110"	"AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]"
"ARID1B"	"HGNC:18040"	"AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]"
"ARID2"	"HGNC:18037"	"AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]"
"ARID4A"	"HGNC:9885"	"AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]"
"ARID4B"	"HGNC:15550"	"AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]"
"ARID5B"	"HGNC:17362"	"AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]"
"ARIH1"	"HGNC:689"	"ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]"
"ARIH2"	"HGNC:690"	"ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]"
"ARK2C"	"HGNC:31696"	"arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C [Source:HGNC Symbol;Acc:HGNC:31696]"
"ARL2"	"HGNC:693"	"ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]"
"ARL4C"	"HGNC:698"	"ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]"
"ARL5B"	"HGNC:23052"	"ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]"
"ARL8A"	"HGNC:25192"	"ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]"
"ARL8B"	"HGNC:25564"	"ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]"
"ARMC8"	"HGNC:24999"	"armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]"
"ARMT1"	"HGNC:17872"	"acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]"
"ARNT"	"HGNC:700"	"aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]"
"ARNT2"	"HGNC:16876"	"aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]"
"ARPC1A"	"HGNC:703"	"actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]"
"ARPC2"	"HGNC:705"	"actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]"
"ARPC4"	"HGNC:707"	"actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707]"
"ARPC5"	"HGNC:708"	"actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708]"
"ARPC5L"	"HGNC:23366"	"actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]"
"ARRDC3"	"HGNC:29263"	"arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]"
"ARRDC4"	"HGNC:28087"	"arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]"
"ART5"	"HGNC:24049"	"ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049]"
"ARV1"	"HGNC:29561"	"ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]"
"ASAP1"	"HGNC:2720"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]"
"ASAP2"	"HGNC:2721"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]"
"ASB15"	"HGNC:19767"	"ankyrin repeat and SOCS box containing 15 [Source:HGNC Symbol;Acc:HGNC:19767]"
"ASB18"	"HGNC:19770"	"ankyrin repeat and SOCS box containing 18 [Source:HGNC Symbol;Acc:HGNC:19770]"
"ASB7"	"HGNC:17182"	"ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]"
"ASCL1"	"HGNC:738"	"achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738]"
"ASF1A"	"HGNC:20995"	"anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]"
"ASH1L"	"HGNC:19088"	"ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]"
"ASH2L"	"HGNC:744"	"ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]"
"ASIC1"	"HGNC:100"	"acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]"
"ASIC2"	"HGNC:99"	"acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]"
"ASS1"	"HGNC:758"	"argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]"
"ASTN1"	"HGNC:773"	"astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]"
"ASTN2"	"HGNC:17021"	"astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]"
"ASXL2"	"HGNC:23805"	"ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]"
"ASXL3"	"HGNC:29357"	"ASXL transcriptional regulator 3 [Source:HGNC Symbol;Acc:HGNC:29357]"
"ATAD2"	"HGNC:30123"	"ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]"
"ATAD2B"	"HGNC:29230"	"ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]"
"ATAD5"	"HGNC:25752"	"ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]"
"ATF1"	"HGNC:783"	"activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]"
"ATF2"	"HGNC:784"	"activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]"
"ATF3"	"HGNC:785"	"activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]"
"ATF7"	"HGNC:792"	"activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]"
"ATF7IP"	"HGNC:20092"	"activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]"
"ATG13"	"HGNC:29091"	"autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]"
"ATG16L1"	"HGNC:21498"	"autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]"
"ATG2B"	"HGNC:20187"	"autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]"
"ATG4B"	"HGNC:20790"	"autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]"
"ATG7"	"HGNC:16935"	"autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]"
"ATG9A"	"HGNC:22408"	"autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]"
"ATL1"	"HGNC:11231"	"atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]"
"ATM"	"HGNC:795"	"ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]"
"ATN1"	"HGNC:3033"	"atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]"
"ATOH1"	"HGNC:797"	"atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797]"
"ATOSA"	"HGNC:25609"	"atos homolog A [Source:HGNC Symbol;Acc:HGNC:25609]"
"ATOSB"	"HGNC:25666"	"atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]"
"ATP11A"	"HGNC:13552"	"ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]"
"ATP11B"	"HGNC:13553"	"ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]"
"ATP13A1"	"HGNC:24215"	"ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]"
"ATP13A3"	"HGNC:24113"	"ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]"
"ATP1A1"	"HGNC:799"	"ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]"
"ATP1A2"	"HGNC:800"	"ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]"
"ATP1A3"	"HGNC:801"	"ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]"
"ATP1B1"	"HGNC:804"	"ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]"
"ATP2A2"	"HGNC:812"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]"
"ATP2A3"	"HGNC:813"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]"
"ATP2B1"	"HGNC:814"	"ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]"
"ATP2B4"	"HGNC:817"	"ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]"
"ATP2C1"	"HGNC:13211"	"ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]"
"ATP4B"	"HGNC:820"	"ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820]"
"ATP5F1A"	"HGNC:823"	"ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]"
"ATP5F1B"	"HGNC:830"	"ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]"
"ATP6V0A1"	"HGNC:865"	"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ATP6V0D1"	"HGNC:13724"	"ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]"
"ATP6V1A"	"HGNC:851"	"ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]"
"ATP6V1B2"	"HGNC:854"	"ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]"
"ATP6V1C2"	"HGNC:18264"	"ATPase H+ transporting V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]"
"ATP6V1E1"	"HGNC:857"	"ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]"
"ATP8A1"	"HGNC:13531"	"ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]"
"ATP8B1"	"HGNC:3706"	"ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]"
"ATP9A"	"HGNC:13540"	"ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
"ATP9B"	"HGNC:13541"	"ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]"
"ATR"	"HGNC:882"	"ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]"
"ATRN"	"HGNC:885"	"attractin [Source:HGNC Symbol;Acc:HGNC:885]"
"ATRNL1"	"HGNC:29063"	"attractin like 1 [Source:HGNC Symbol;Acc:HGNC:29063]"
"ATXN1"	"HGNC:10548"	"ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]"
"ATXN1L"	"HGNC:33279"	"ataxin 1 like [Source:HGNC Symbol;Acc:HGNC:33279]"
"ATXN2"	"HGNC:10555"	"ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]"
"ATXN2L"	"HGNC:31326"	"ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]"
"ATXN3"	"HGNC:7106"	"ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]"
"ATXN7"	"HGNC:10560"	"ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]"
"ATXN7L1"	"HGNC:22210"	"ataxin 7 like 1 [Source:HGNC Symbol;Acc:HGNC:22210]"
"ATXN7L2"	"HGNC:28713"	"ataxin 7 like 2 [Source:HGNC Symbol;Acc:HGNC:28713]"
"ATXN7L3"	"HGNC:25416"	"ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]"
"AUP1"	"HGNC:891"	"AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]"
"AURKA"	"HGNC:11393"	"aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]"
"AUTS2"	"HGNC:14262"	"activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]"
"AVP"	"HGNC:894"	"arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]"
"AXIN1"	"HGNC:903"	"axin 1 [Source:HGNC Symbol;Acc:HGNC:903]"
"AXIN2"	"HGNC:904"	"axin 2 [Source:HGNC Symbol;Acc:HGNC:904]"
"AXL"	"HGNC:905"	"AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]"
"AZIN1"	"HGNC:16432"	"antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]"
"B3GAT1"	"HGNC:921"	"beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]"
"B3GAT3"	"HGNC:923"	"beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]"
"B3GNT5"	"HGNC:15684"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]"
"B4GALNT3"	"HGNC:24137"	"beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]"
"B4GALT5"	"HGNC:928"	"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
"B4GAT1"	"HGNC:15685"	"beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]"
"BACE1"	"HGNC:933"	"beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]"
"BACE2"	"HGNC:934"	"beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]"
"BACH1"	"HGNC:935"	"BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]"
"BACH2"	"HGNC:14078"	"BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]"
"BAG6"	"HGNC:13919"	"BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
"BAHD1"	"HGNC:29153"	"bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]"
"BAIAP2L1"	"HGNC:21649"	"BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"BAK1"	"HGNC:949"	"BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]"
"BANP"	"HGNC:13450"	"BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450]"
"BAP1"	"HGNC:950"	"BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]"
"BARD1"	"HGNC:952"	"BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]"
"BARHL1"	"HGNC:953"	"BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]"
"BARHL2"	"HGNC:954"	"BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]"
"BARX1"	"HGNC:955"	"BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]"
"BARX2"	"HGNC:956"	"BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]"
"BAZ1A"	"HGNC:960"	"bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]"
"BAZ1B"	"HGNC:961"	"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
"BAZ2A"	"HGNC:962"	"bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]"
"BAZ2B"	"HGNC:963"	"bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]"
"BCAR3"	"HGNC:973"	"BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]"
"BCAS3"	"HGNC:14347"	"BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]"
"BCCIP"	"HGNC:978"	"BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978]"
"BCKDHA"	"HGNC:986"	"branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]"
"BCL11A"	"HGNC:13221"	"BCL11 transcription factor A [Source:HGNC Symbol;Acc:HGNC:13221]"
"BCL11B"	"HGNC:13222"	"BCL11 transcription factor B [Source:HGNC Symbol;Acc:HGNC:13222]"
"BCL2"	"HGNC:990"	"BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]"
"BCL2L11"	"HGNC:994"	"BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994]"
"BCL2L13"	"HGNC:17164"	"BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]"
"BCL2L2"	"HGNC:995"	"BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]"
"BCL2L2-PABPN1"	"HGNC:42959"	"BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]"
"BCL3"	"HGNC:998"	"BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]"
"BCL6"	"HGNC:1001"	"BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]"
"BCL9"	"HGNC:1008"	"BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]"
"BCL9L"	"HGNC:23688"	"BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688]"
"BDNF"	"HGNC:1033"	"brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]"
"BECN1"	"HGNC:1034"	"beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]"
"BEGAIN"	"HGNC:24163"	"brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]"
"BEND3"	"HGNC:23040"	"BEN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23040]"
"BHLHA15"	"HGNC:22265"	"basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]"
"BHLHA9"	"HGNC:35126"	"basic helix-loop-helix family member a9 [Source:HGNC Symbol;Acc:HGNC:35126]"
"BHLHE22"	"HGNC:11963"	"basic helix-loop-helix family member e22 [Source:HGNC Symbol;Acc:HGNC:11963]"
"BHLHE23"	"HGNC:16093"	"basic helix-loop-helix family member e23 [Source:HGNC Symbol;Acc:HGNC:16093]"
"BHLHE40"	"HGNC:1046"	"basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]"
"BHLHE41"	"HGNC:16617"	"basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]"
"BICC1"	"HGNC:19351"	"BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]"
"BICD1"	"HGNC:1049"	"BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]"
"BICD2"	"HGNC:17208"	"BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]"
"BICDL1"	"HGNC:28095"	"BICD family like cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:28095]"
"BICRA"	"HGNC:4332"	"BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]"
"BICRAL"	"HGNC:21111"	"BICRA like chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:21111]"
"BID"	"HGNC:1050"	"BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"BIN1"	"HGNC:1052"	"bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]"
"BIRC6"	"HGNC:13516"	"baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]"
"BIVM"	"HGNC:16034"	"basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]"
"BLNK"	"HGNC:14211"	"B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]"
"BLTP1"	"HGNC:26953"	"bridge-like lipid transfer protein family member 1 [Source:HGNC Symbol;Acc:HGNC:26953]"
"BMAL1"	"HGNC:701"	"basic helix-loop-helix ARNT like 1 [Source:HGNC Symbol;Acc:HGNC:701]"
"BMI1"	"HGNC:1066"	"BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]"
"BMP2"	"HGNC:1069"	"bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]"
"BMP4"	"HGNC:1071"	"bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]"
"BMP6"	"HGNC:1073"	"bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]"
"BMP7"	"HGNC:1074"	"bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]"
"BMPR1A"	"HGNC:1076"	"bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]"
"BMPR2"	"HGNC:1078"	"bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]"
"BNC1"	"HGNC:1081"	"basonuclin zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:1081]"
"BNC2"	"HGNC:30988"	"basonuclin zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:30988]"
"BNIP3"	"HGNC:1084"	"BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]"
"BOC"	"HGNC:17173"	"BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]"
"BOD1"	"HGNC:25114"	"biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114]"
"BOD1L1"	"HGNC:31792"	"biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]"
"BOK"	"HGNC:1087"	"BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]"
"BPHL"	"HGNC:1094"	"biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]"
"BPTF"	"HGNC:3581"	"bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]"
"BRAF"	"HGNC:1097"	"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
"BRD1"	"HGNC:1102"	"bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]"
"BRD10"	"HGNC:23378"	"bromodomain containing 10 [Source:HGNC Symbol;Acc:HGNC:23378]"
"BRD3"	"HGNC:1104"	"bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]"
"BRD4"	"HGNC:13575"	"bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]"
"BRD7"	"HGNC:14310"	"bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]"
"BRD8"	"HGNC:19874"	"bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]"
"BRINP1"	"HGNC:2687"	"BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]"
"BRINP2"	"HGNC:13746"	"BMP/retinoic acid inducible neural specific 2 [Source:HGNC Symbol;Acc:HGNC:13746]"
"BRPF1"	"HGNC:14255"	"bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]"
"BRPF3"	"HGNC:14256"	"bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]"
"BRSK1"	"HGNC:18994"	"BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]"
"BRWD1"	"HGNC:12760"	"bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]"
"BSN"	"HGNC:1117"	"bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]"
"BSX"	"HGNC:20450"	"brain specific homeobox [Source:HGNC Symbol;Acc:HGNC:20450]"
"BTAF1"	"HGNC:17307"	"B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307]"
"BTBD17"	"HGNC:33758"	"BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:33758]"
"BTBD2"	"HGNC:15504"	"BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504]"
"BTBD3"	"HGNC:15854"	"BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]"
"BTBD7"	"HGNC:18269"	"BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
